timestamp	run_id	track	model	task	shots	iter	metric	value	delta_vs_ref	git_sha	job_id	host	seed	notes
2026-04-21T18:01:29	qwen35-4b__mimic4_mortality__0shot__20260421_180129__b313e06	A_baseline	qwen35-4b	mimic4_mortality	0		auroc			b313e06	9130706	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=8 parse=1.00
2026-04-21T18:04:07	qwen35-4b__mimic4_mortality__0shot__20260421_180407__170a954	A_baseline	qwen35-4b	mimic4_mortality	0		auroc			170a954	9130952	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=8 parse=1.00
2026-04-21T18:04:39	qwen35-4b__mimic4_mortality__iter00__smoke__20260421_180439__170a954	B_single	qwen35-4b	mimic4_mortality		0	auroc			170a954	9130952	a1126u19n01.mghpcc.ycrc.yale.edu	42	G=4 kl=0.04 steps=3 lr=1e-05 tag=smoke
2026-04-21T18:06:44	qwen35-4b__mimic4_mortality__0shot__20260421_180644__e74e426	A_baseline	qwen35-4b	mimic4_mortality	0		auroc	0.5977551020408164	-0.3633	e74e426	9131192	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:09:21	qwen35-4b__mimic4_readmission__0shot__20260421_180921__e74e426	A_baseline	qwen35-4b	mimic4_readmission	0		auroc	0.4342424242424242	-0.2346	e74e426	9131194	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:09:21	qwen35-4b__mimic4_mortality__5shot__20260421_180921__e74e426	A_baseline	qwen35-4b	mimic4_mortality	5		auroc	0.7242857142857144	-0.2368	e74e426	9131193	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:11:57	qwen35-4b__mimic4_los__0shot__20260421_181157__e74e426	A_baseline	qwen35-4b	mimic4_los	0		f1_macro	0.1644295302013423	-0.317	e74e426	9131196	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:11:56	qwen35-4b__mimic4_readmission__5shot__20260421_181156__e74e426	A_baseline	qwen35-4b	mimic4_readmission	5		auroc	0.4986013986013986	-0.1702	e74e426	9131195	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:14:32	qwen35-4b__mimic4_los__5shot__20260421_181432__e74e426	A_baseline	qwen35-4b	mimic4_los	5		f1_macro	0.1644021739130435	-0.317	e74e426	9131197	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:27:36	qwen35-9b__mimic4_mortality__0shot__20260421_182736__e74e426	A_baseline	qwen35-9b	mimic4_mortality	0		auroc	0.636326530612245	-0.3248	e74e426	9131202	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:27:40	qwen35-9b__mimic4_mortality__5shot__20260421_182740__e74e426	A_baseline	qwen35-9b	mimic4_mortality	5		auroc	0.6546938775510205	-0.3064	e74e426	9131203	a1124u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:30:12	qwen35-9b__mimic4_readmission__0shot__20260421_183012__e74e426	A_baseline	qwen35-9b	mimic4_readmission	0		auroc	0.5767599067599067	-0.092	e74e426	9131204	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:32:51	qwen35-9b__mimic4_los__0shot__20260421_183251__e74e426	A_baseline	qwen35-9b	mimic4_los	0		f1_macro	0.20175633614939972	-0.2796	e74e426	9131206	a1124u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:32:49	qwen35-9b__mimic4_readmission__5shot__20260421_183249__e74e426	A_baseline	qwen35-9b	mimic4_readmission	5		auroc	0.5109324009324009	-0.1579	e74e426	9131205	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:35:28	qwen35-9b__mimic4_los__5shot__20260421_183528__e74e426	A_baseline	qwen35-9b	mimic4_los	5		f1_macro	0.15758818883818884	-0.3238	e74e426	9131207	a1124u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:14:33	qwen35-4b__mimic4_phenotyping__0shot__20260421_181433__e74e426	A_baseline	qwen35-4b	mimic4_phenotyping	0		auroc_macro			e74e426	9131198	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.64
2026-04-21T18:17:16	qwen35-4b__mimic4_phenotyping__5shot__20260421_181716__e74e426	A_baseline	qwen35-4b	mimic4_phenotyping	5		auroc_macro			e74e426	9131199	a1126u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.50
2026-04-21T18:17:09	qwen35-4b__mimic4_drugrec__0shot__20260421_181709__e74e426	A_baseline	qwen35-4b	mimic4_drugrec	0		jaccard_samples	0.07826430087195434	-0.0878	e74e426	9131200	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.44
2026-04-21T18:19:45	qwen35-4b__mimic4_drugrec__5shot__20260421_181945__e74e426	A_baseline	qwen35-4b	mimic4_drugrec	5		jaccard_samples	0.0788162256222308	-0.0873	e74e426	9131201	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.42
2026-04-21T18:38:03	qwen35-9b__mimic4_phenotyping__0shot__20260421_183803__e74e426	A_baseline	qwen35-9b	mimic4_phenotyping	0		auroc_macro			e74e426	9131208	a1122u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.94
2026-04-21T18:40:41	qwen35-9b__mimic4_phenotyping__5shot__20260421_184041__e74e426	A_baseline	qwen35-9b	mimic4_phenotyping	5		auroc_macro			e74e426	9131209	a1124u11n01.mghpcc.ycrc.yale.edu	42	n=500 parse=1.00
2026-04-21T18:43:22	qwen35-9b__mimic4_drugrec__0shot__20260421_184321__e74e426	A_baseline	qwen35-9b	mimic4_drugrec	0		jaccard_samples	0.124	-0.0421	e74e426	9131210	a1124u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.01
2026-04-21T18:48:33	qwen35-9b__mimic4_drugrec__5shot__20260421_184833__e74e426	A_baseline	qwen35-9b	mimic4_drugrec	5		jaccard_samples	0.09962989418392496	-0.0665	e74e426	9131211	a1126u19n01.mghpcc.ycrc.yale.edu	42	n=500 parse=0.28
